bodyparts,nose,nose,nose,belly_top,belly_top,belly_top,belly_middle,belly_middle,belly_middle,belly_bottom,belly_bottom,belly_bottom,pawfrontL,pawfrontL,pawfrontL,pawfrontR,pawfrontR,pawfrontR,pawbackL,pawbackL,pawbackL,pawbackR,pawbackR,pawbackR,tailbase,tailbase,tailbase,tailmiddle_1,tailmiddle_1,tailmiddle_1,tailmiddle_2,tailmiddle_2,tailmiddle_2,tailtip,tailtip,tailtip
300,,,,,,,,,,883.679,98.854,0.6930000185966492,915.715,67.476,0.1490000039339065,899.78,52.726,0.3779999911785126,909.557,99.248,1.0,881.669,57.337,1.0,846.341,125.252,1.0,817.283,155.413,1.0,763.543,168.424,1.0,718.174,153.894,1.0
301,,,,,,,,,,883.685,98.923,0.8199999928474426,915.701,67.509,0.1800000071525573,892.143,52.623,0.4550000131130218,909.362,99.581,1.0,880.791,57.402,1.0,843.97,130.122,1.0,817.629,156.78,1.0,763.006,168.83,1.0,719.308,154.002,1.0
302,,,,900.005,61.109,0.5040000081062317,891.065,84.29,0.1669999957084655,882.665,99.134,0.953000009059906,899.94,58.96,0.4440000057220459,891.024,54.752,0.996999979019165,909.337,99.713,1.0,869.344,68.327,0.9559999704360962,845.618,130.537,1.0,817.529,156.632,1.0,763.897,166.323,1.0,719.137,154.343,1.0
303,,,,907.27,60.428,0.1400000005960464,,,,876.679,98.692,0.9810000061988832,893.069,59.464,0.890999972820282,890.389,55.374,0.9950000047683716,909.557,99.763,1.0,852.677,78.93,1.0,846.345,134.985,1.0,818.808,159.996,1.0,763.889,168.233,1.0,719.837,151.442,1.0
304,,,,,,,883.485,83.238,0.6510000228881836,876.482,99.188,0.9629999995231628,891.354,58.146,0.9670000076293944,884.522,52.225,0.968999981880188,908.445,100.007,1.0,852.276,79.905,1.0,846.093,135.699,1.0,811.246,167.673,1.0,761.366,170.528,1.0,719.645,151.279,1.0
305,,,,,,,899.726,68.166,0.1340000033378601,876.212,97.862,0.9900000095367432,891.703,56.255,0.9980000257492064,876.552,52.356,0.9300000071525574,908.014,100.592,1.0,851.87,80.06,1.0,846.679,138.343,1.0,813.752,171.488,1.0,761.404,182.803,1.0,719.996,156.652,1.0
306,,,,876.18,60.907,0.2060000002384185,,,,868.216,99.255,0.6819999814033508,889.729,60.218,0.99099999666214,869.009,50.985,0.9980000257492064,907.631,99.574,1.0,851.586,79.677,1.0,845.891,144.889,1.0,819.538,171.824,1.0,765.88,195.704,1.0,722.319,170.6,1.0
307,,,,,,,,,,868.162,99.412,0.2230000048875808,883.055,59.548,0.8539999723434448,868.598,51.799,0.977999985218048,907.426,100.196,1.0,850.702,78.266,1.0,845.604,143.737,1.0,821.099,184.487,0.9990000128746032,773.803,205.615,1.0,734.435,190.042,1.0
308,900.368,59.795,0.6980000138282776,868.294,60.647,0.1889999955892563,861.269,67.899,0.1570000052452087,867.936,99.677,0.1990000009536743,893.184,66.499,0.8999999761581421,867.725,51.016,0.977999985218048,907.052,101.918,1.0,850.892,78.789,1.0,842.831,146.078,1.0,823.127,186.761,0.9990000128746032,774.775,214.133,1.0,735.07,189.497,1.0
309,860.014,20.92,0.1169999986886978,868.03,59.561,0.4650000035762787,866.677,75.699,0.6759999990463257,867.999,115.538,0.9829999804496764,886.331,58.894,0.9950000047683716,853.561,44.924,0.9929999709129332,893.854,132.836,1.0,849.829,78.958,1.0,841.339,150.954,1.0,823.201,187.2,1.0,773.545,211.604,1.0,733.048,191.565,1.0
310,,,,867.949,60.34,0.1969999969005584,861.84,75.497,0.3980000019073486,860.302,124.937,0.925000011920929,892.29,67.288,0.9959999918937684,860.861,45.698,0.9559999704360962,896.695,145.012,1.0,849.118,79.393,1.0,834.917,151.432,1.0,815.416,196.711,1.0,773.084,217.659,1.0,728.76,197.51,1.0
311,,,,,,,,,,859.669,132.525,0.9539999961853028,892.54,73.933,0.8709999918937683,883.8,67.755,0.8619999885559082,895.796,145.834,1.0,849.526,78.447,1.0,830.867,158.785,1.0,811.101,199.564,1.0,764.647,218.381,1.0,728.681,192.615,1.0
312,868.116,36.027,0.2280000001192093,867.055,84.92,0.492000013589859,867.434,99.97,0.7910000085830688,859.888,135.215,0.9959999918937684,895.563,73.616,0.9940000176429749,860.926,61.434,0.7080000042915344,896.355,146.776,1.0,850.009,76.334,1.0,833.523,164.785,1.0,805.197,201.575,1.0,757.426,211.899,1.0,721.632,186.868,1.0
313,,,,844.605,83.644,0.1609999984502792,859.715,123.592,0.3009999990463257,860.31,130.964,0.8949999809265137,,,,820.813,86.396,0.8759999871253967,896.699,146.467,1.0,840.271,114.41,1.0,831.693,172.947,1.0,800.929,212.03,1.0,754.824,215.627,1.0,719.32,189.813,1.0
314,829.887,45.011,0.9610000252723694,843.323,91.449,0.2430000007152557,851.723,100.373,0.8259999752044678,859.57,131.855,0.9950000047683716,908.553,84.212,0.1480000019073486,824.386,89.082,1.0,896.184,146.564,1.0,835.36,125.879,1.0,829.799,175.056,1.0,801.527,213.122,1.0,747.657,217.973,1.0,719.017,193.223,1.0
315,829.079,43.83,0.6420000195503235,851.443,83.821,0.6290000081062317,859.865,107.205,0.5210000276565552,860.547,133.08,0.9990000128746032,864.015,68.364,0.953000009059906,823.578,88.196,1.0,897.19,146.334,1.0,830.573,125.186,1.0,834.013,181.538,1.0,803.266,216.395,1.0,748.994,223.334,1.0,719.823,199.203,1.0
316,836.763,44.519,0.9359999895095824,845.212,90.85,0.9990000128746032,858.476,116.754,0.9940000176429749,859.634,141.207,0.9990000128746032,858.544,82.01,1.0,822.109,87.385,1.0,894.884,145.779,1.0,829.399,125.173,1.0,830.8,179.976,1.0,802.546,215.18,1.0,752.888,228.332,1.0,717.018,206.373,1.0
317,836.525,44.552,0.8050000071525574,845.095,91.245,0.9990000128746032,858.498,117.067,0.9919999837875366,859.812,141.098,0.9990000128746032,857.424,83.486,0.9980000257492064,820.876,86.721,1.0,895.307,145.662,1.0,829.661,125.29,1.0,833.206,179.62,1.0,808.358,217.513,1.0,762.419,240.947,1.0,725.527,220.738,1.0
318,844.612,43.312,0.8870000243186951,845.605,92.18,0.996999979019165,858.643,116.688,0.9900000095367432,859.872,141.127,0.9990000128746032,852.601,83.009,0.9959999918937684,819.173,84.214,1.0,895.485,145.567,1.0,828.945,125.599,1.0,832.521,181.544,1.0,811.069,219.724,1.0,772.75,241.065,1.0,725.239,226.498,1.0
319,836.083,42.541,0.4090000092983246,837.643,90.729,1.0,852.638,107.785,0.9959999918937684,860.387,133.309,1.0,848.727,80.984,0.9990000128746032,816.558,80.694,1.0,895.432,145.466,1.0,830.263,125.242,1.0,832.467,182.548,1.0,812.228,222.741,1.0,759.899,243.39,0.996999979019165,725.769,229.59,1.0
320,835.544,42.362,0.972000002861023,845.281,91.722,0.9990000128746032,852.146,107.01,0.9850000143051147,860.407,140.93,0.9980000257492064,845.387,76.263,1.0,816.484,79.15,1.0,893.222,141.689,1.0,830.769,125.518,1.0,832.24,183.396,1.0,814.661,221.834,1.0,786.402,242.571,1.0,739.984,244.442,0.1129999980330467
321,830.744,42.79,0.9959999918937684,843.006,88.34,0.9990000128746032,852.133,107.048,0.9819999933242798,859.846,140.919,0.9980000257492064,847.521,77.31,0.996999979019165,816.235,80.748,0.9990000128746032,893.091,141.461,1.0,830.852,125.336,1.0,832.638,182.742,1.0,815.291,221.75,1.0,786.694,243.3,1.0,731.724,244.622,0.5189999938011169
322,828.776,44.841,0.2669999897480011,835.793,85.196,0.9800000190734864,852.764,106.444,0.975000023841858,859.931,140.517,0.9990000128746032,892.177,83.109,0.8999999761581421,844.039,78.351,1.0,894.544,144.81,1.0,831.871,125.226,1.0,833.715,181.479,1.0,814.326,219.331,1.0,786.438,243.627,1.0,739.723,244.699,0.3899999856948852
323,830.6,43.595,0.9900000095367432,852.177,83.19,0.9509999752044678,852.912,106.297,0.9959999918937684,861.183,133.118,1.0,875.359,76.629,0.8569999933242798,842.44,77.928,1.0,895.214,145.341,1.0,831.886,125.29,1.0,836.086,180.502,1.0,815.789,221.374,1.0,770.149,243.205,1.0,729.709,234.488,1.0
324,829.94,43.579,0.9829999804496764,844.256,85.604,0.902999997138977,854.824,99.648,0.996999979019165,861.131,132.15,1.0,868.237,75.215,0.9610000252723694,841.806,76.578,1.0,895.2,144.37,1.0,832.75,125.953,1.0,837.154,181.471,1.0,815.503,221.339,1.0,772.725,241.533,1.0,728.453,230.586,1.0
325,829.082,43.942,0.9929999709129332,835.462,85.136,0.9869999885559082,853.155,100.493,0.996999979019165,860.962,132.111,1.0,849.812,75.338,0.9390000104904176,840.603,76.68,0.9980000257492064,895.283,144.485,1.0,833.101,125.573,1.0,837.906,180.998,1.0,815.962,221.297,1.0,780.109,239.865,0.9990000128746032,728.162,232.349,1.0
326,829.701,43.927,0.9539999961853028,836.064,85.601,0.996999979019165,852.654,106.806,0.9769999980926514,860.655,132.895,1.0,863.193,75.008,0.9940000176429749,842.394,76.809,1.0,894.812,144.337,1.0,832.427,125.886,1.0,836.872,182.48,1.0,816.388,221.801,1.0,790.231,239.047,1.0,,,
327,830.431,43.969,0.9810000061988832,835.924,86.208,0.9890000224113464,852.603,106.731,0.9290000200271606,859.722,140.569,0.9990000128746032,866.718,75.614,0.9929999709129332,844.017,77.038,1.0,894.714,144.392,1.0,831.456,126.265,1.0,837.586,182.983,1.0,816.376,222.142,1.0,788.214,240.59,1.0,,,
328,,,,844.618,85.939,0.9399999976158142,852.369,106.896,0.9100000262260436,855.086,141.794,0.9990000128746032,864.028,75.589,0.9950000047683716,844.253,75.856,1.0,894.805,144.562,1.0,831.026,125.977,1.0,836.906,183.693,1.0,815.045,222.674,1.0,787.618,243.339,1.0,,,
329,852.68,37.298,0.3799999952316284,845.068,85.777,0.9369999766349792,852.943,106.927,0.962000012397766,855.383,141.378,0.9990000128746032,868.629,83.945,0.9990000128746032,841.723,76.308,1.0,894.421,144.525,1.0,830.845,126.449,1.0,835.686,183.941,1.0,815.162,222.756,1.0,788.922,244.064,1.0,,,
330,859.778,42.982,0.1309999972581863,844.691,85.044,0.9660000205039978,853.268,115.589,0.9860000014305116,854.81,142.122,0.9990000128746032,875.604,90.056,0.9959999918937684,841.608,75.844,1.0,893.119,142.23,1.0,830.635,126.593,1.0,836.403,184.75,1.0,816.195,221.294,1.0,789.97,246.661,0.996999979019165,,,
331,867.294,37.927,0.7379999756813049,851.997,88.242,1.0,858.227,116.275,0.9980000257492064,860.272,141.094,0.9990000128746032,875.412,91.042,1.0,843.319,76.844,1.0,893.35,141.877,1.0,830.273,126.273,1.0,835.648,186.058,1.0,818.019,221.621,1.0,788.668,245.199,0.962000012397766,,,
332,860.948,41.912,0.7689999938011169,853.344,88.672,0.9990000128746032,858.03,117.064,0.9990000128746032,854.525,142.417,0.9990000128746032,877.477,93.254,1.0,845.35,77.215,1.0,893.774,144.449,1.0,830.362,126.194,1.0,833.939,188.745,1.0,820.743,228.375,1.0,798.592,244.372,0.2129999995231628,,,
333,852.7,42.735,0.7870000004768372,859.65,90.013,0.9990000128746032,859.656,118.794,0.9990000128746032,855.07,142.751,0.9990000128746032,878.638,92.266,1.0,848.379,78.422,1.0,893.696,144.412,1.0,829.834,126.289,1.0,834.339,188.759,1.0,821.449,228.021,1.0,,,,,,
334,852.322,42.795,0.765999972820282,860.13,89.78,0.9990000128746032,859.678,118.771,0.9990000128746032,855.422,142.737,0.9990000128746032,878.66,93.391,0.9990000128746032,848.882,78.691,1.0,893.891,144.222,1.0,830.368,126.381,1.0,834.262,187.299,1.0,819.161,226.806,1.0,,,,,,
335,892.245,59.875,0.9729999899864196,861.674,91.489,1.0,858.488,118.868,1.0,854.808,143.602,0.9990000128746032,879.297,93.711,1.0,849.002,80.877,1.0,894.215,144.098,1.0,829.85,126.544,1.0,833.468,187.36,1.0,817.198,227.093,1.0,779.384,252.393,0.4189999997615814,811.43,241.592,0.3779999911785126
336,892.627,59.102,0.9929999709129332,863.77,92.337,1.0,859.01,118.701,0.9980000257492064,860.676,141.527,0.9980000257492064,881.233,93.776,1.0,853.581,80.223,1.0,895.847,144.869,1.0,830.077,125.633,1.0,833.249,186.002,1.0,816.155,221.149,1.0,796.674,243.782,0.8130000233650208,804.676,243.25,0.2899999916553497
337,898.103,58.299,0.9929999709129332,863.419,93.111,0.9990000128746032,859.436,119.018,0.9990000128746032,854.622,142.198,0.9980000257492064,882.671,97.713,1.0,861.979,76.126,1.0,895.792,144.727,1.0,830.171,126.098,1.0,833.021,187.258,1.0,818.282,221.392,1.0,798.488,243.325,0.6119999885559082,796.864,252.223,0.4230000078678131
338,898.892,58.759,0.9900000095367432,864.895,93.782,1.0,860.015,118.913,0.9990000128746032,860.652,141.117,0.9980000257492064,882.853,97.83,1.0,863.989,76.579,1.0,895.611,144.459,1.0,830.418,126.227,1.0,834.076,185.386,1.0,823.18,220.872,1.0,799.453,244.764,0.3199999928474426,804.718,243.723,0.3619999885559082
339,901.003,68.216,0.6330000162124634,866.858,92.15,1.0,860.343,118.314,0.9990000128746032,860.774,140.253,0.9990000128746032,883.631,93.952,1.0,865.399,77.717,1.0,894.922,144.302,1.0,830.422,126.416,1.0,832.873,185.896,1.0,821.209,227.085,1.0,798.691,244.798,0.3000000119209289,811.356,242.127,0.1490000039339065
340,,,,868.519,88.492,0.9950000047683716,864.861,114.721,0.996999979019165,860.61,140.851,0.9929999709129332,888.114,95.208,0.9980000257492064,872.436,72.616,1.0,894.723,144.36,1.0,830.663,125.917,1.0,832.862,184.14,1.0,818.405,220.613,1.0,787.837,245.05,0.6980000138282776,805.273,243.31,0.181999996304512
341,,,,868.429,85.902,0.996999979019165,866.244,113.639,0.9959999918937684,860.457,141.004,0.984000027179718,897.583,99.247,0.9980000257492064,871.446,74.698,0.9980000257492064,894.909,145.103,1.0,830.657,126.178,1.0,835.383,182.972,1.0,815.652,220.355,1.0,788.353,244.823,0.9829999804496764,787.705,251.988,0.1120000034570694
342,,,,868.797,85.481,0.9580000042915344,867.431,114.699,0.9959999918937684,860.735,141.111,0.9890000224113464,901.737,98.995,0.9990000128746032,871.32,71.221,1.0,895.424,145.779,1.0,830.14,126.164,1.0,834.607,181.696,1.0,814.102,223.315,1.0,788.96,238.067,0.9959999918937684,,,
343,,,,875.743,85.324,0.6259999871253967,867.176,115.558,0.9919999837875366,861.059,141.493,0.9549999833106996,907.159,98.861,0.9990000128746032,874.072,72.976,1.0,895.75,146.176,1.0,829.713,125.999,1.0,835.168,179.833,1.0,812.657,223.008,1.0,778.277,238.845,1.0,733.589,236.705,1.0
344,,,,885.26,89.224,0.9559999704360962,868.309,114.53,0.99099999666214,861.231,140.749,0.99099999666214,907.128,98.596,1.0,876.48,74.493,1.0,894.023,140.808,1.0,829.864,125.755,1.0,834.382,177.183,1.0,810.439,221.047,1.0,777.774,238.363,1.0,733.097,236.026,1.0
345,,,,885.351,89.494,0.9700000286102296,868.919,114.644,0.9879999756813048,861.233,141.228,0.9850000143051147,907.888,98.204,1.0,876.925,74.39,1.0,894.025,140.635,1.0,829.392,125.752,1.0,834.524,176.625,1.0,809.98,220.321,1.0,777.301,239.102,1.0,731.522,234.457,1.0
346,,,,886.223,85.658,0.9589999914169312,875.225,113.585,0.9430000185966492,861.348,140.992,0.9739999771118164,907.209,97.318,1.0,877.276,74.398,1.0,895.759,145.854,1.0,829.165,125.45,1.0,835.144,176.026,1.0,808.497,220.268,1.0,769.788,239.642,1.0,726.971,231.293,1.0
347,,,,886.289,86.365,0.9710000157356262,874.836,107.377,0.9409999847412108,861.504,141.169,0.9860000014305116,907.074,96.622,0.9990000128746032,876.492,74.49,1.0,895.505,145.593,1.0,829.498,125.384,1.0,833.06,177.197,1.0,809.623,218.359,1.0,762.342,242.344,1.0,727.777,232.337,1.0
348,,,,891.593,89.651,0.9100000262260436,875.722,106.79,0.959999978542328,861.187,143.007,0.9829999804496764,907.514,95.503,1.0,879.618,75.593,1.0,892.207,142.269,1.0,832.054,124.835,1.0,832.871,176.923,1.0,810.405,216.359,1.0,768.488,239.921,1.0,726.615,231.9,1.0
349,931.927,59.548,0.1000000014901161,891.715,89.319,0.977999985218048,875.8,107.186,0.9580000042915344,861.34,142.645,0.9929999709129332,907.701,95.748,1.0,879.456,76.185,0.9990000128746032,892.074,141.523,1.0,832.295,124.706,1.0,832.38,177.243,1.0,810.784,216.474,1.0,764.338,240.413,1.0,726.809,230.101,1.0
350,931.433,58.987,0.4160000085830688,892.031,89.388,0.9670000076293944,876.053,112.296,0.9700000286102296,861.338,142.862,0.9860000014305116,908.186,95.426,1.0,879.348,76.43,0.9990000128746032,892.645,141.407,1.0,831.51,125.273,1.0,831.866,176.451,1.0,806.884,215.185,1.0,765.159,239.292,1.0,726.591,230.699,1.0
351,931.903,52.673,0.2569999992847442,893.092,90.713,0.8550000190734863,880.829,107.335,0.944000005722046,861.554,142.731,0.9769999980926514,911.255,95.735,1.0,879.588,77.15,0.9900000095367432,892.882,141.486,1.0,831.717,124.859,1.0,831.438,175.451,1.0,806.332,213.395,1.0,768.334,239.148,1.0,725.657,230.389,1.0
352,932.019,52.611,0.2029999941587448,892.808,85.291,0.7070000171661377,881.423,107.443,0.944000005722046,861.633,142.148,0.9629999995231628,916.954,93.769,1.0,878.632,76.773,0.9700000286102296,892.993,141.424,1.0,831.394,124.808,1.0,831.835,174.303,1.0,805.594,212.328,1.0,765.922,237.309,1.0,724.889,229.367,1.0
353,932.197,52.78,0.421999990940094,900.061,84.237,0.3650000095367431,881.946,107.912,0.8769999742507935,861.347,142.411,0.915000021457672,921.992,91.599,0.9990000128746032,877.767,76.83,0.7149999737739563,892.77,141.413,1.0,831.436,124.913,1.0,832.152,174.348,1.0,809.529,213.44,1.0,764.805,235.131,1.0,727.068,227.158,1.0
354,,,,900.022,84.141,0.257999986410141,876.188,108.079,0.8730000257492065,861.546,141.66,0.8399999737739563,923.806,89.972,0.996999979019165,877.313,76.54,0.7730000019073486,892.903,141.663,1.0,831.281,124.384,1.0,833.547,174.994,1.0,809.27,213.059,1.0,762.818,234.757,1.0,725.348,225.68,1.0
355,,,,900.018,84.13,0.1560000032186508,882.351,108.029,0.796999990940094,861.514,142.156,0.9190000295639038,924.927,89.651,0.996999979019165,882.058,76.221,0.7070000171661377,893.158,141.755,1.0,830.914,123.977,1.0,835.015,176.491,1.0,809.14,210.725,1.0,762.269,232.417,1.0,723.779,222.57,1.0
356,,,,899.807,84.333,0.164000004529953,884.017,107.712,0.4560000002384186,867.012,140.136,0.9049999713897704,925.666,88.488,0.9980000257492064,877.386,76.734,0.7910000085830688,893.404,141.288,1.0,830.558,124.226,1.0,836.467,176.077,1.0,809.132,210.6,1.0,758.808,230.38,1.0,725.35,220.683,1.0
357,,,,,,,883.445,107.913,0.3849999904632568,867.164,140.313,0.8650000095367432,925.757,88.2,0.9980000257492064,877.143,76.574,0.652999997138977,895.079,144.834,1.0,830.535,124.448,1.0,837.059,177.215,1.0,807.757,210.194,1.0,760.027,230.603,1.0,729.294,216.095,1.0
358,,,,899.506,84.425,0.2829999923706054,875.851,115.034,0.4070000052452087,866.719,140.912,0.8769999742507935,925.398,88.753,0.9980000257492064,882.934,69.158,0.3720000088214874,895.35,144.964,1.0,829.585,125.047,1.0,838.385,175.167,1.0,808.019,210.781,1.0,758.982,230.513,1.0,729.025,215.431,1.0
359,,,,899.787,84.171,0.2569999992847442,883.109,107.596,0.3779999911785126,866.655,141.05,0.8989999890327454,925.574,88.903,0.9990000128746032,876.489,75.879,0.2300000041723251,895.396,144.911,1.0,830.262,124.958,1.0,839.768,175.011,1.0,808.958,212.975,1.0,759.161,230.922,1.0,729.249,215.203,1.0
360,,,,891.949,83.93,0.1469999998807907,884.355,99.886,0.5550000071525574,868.112,140.452,0.5989999771118164,877.059,68.705,0.1669999957084655,883.407,75.992,0.1589999943971634,894.057,141.921,1.0,831.901,124.96,1.0,838.472,173.86,1.0,810.31,212.604,1.0,759.897,231.812,1.0,726.814,217.513,1.0
361,,,,892.071,84.097,0.1749999970197677,884.399,99.905,0.5220000147819519,867.614,140.336,0.6620000004768372,877.193,68.82,0.1389999985694885,876.072,68.25,0.1519999951124191,894.116,141.822,1.0,831.497,124.98,1.0,839.357,173.819,1.0,810.392,213.567,1.0,760.604,232.239,1.0,727.335,217.738,1.0
362,,,,892.117,84.018,0.1990000009536743,884.036,107.672,0.5270000100135803,867.108,140.709,0.8270000219345093,924.001,91.207,0.9089999794960022,876.448,68.138,0.6150000095367432,893.965,141.759,1.0,831.419,124.901,1.0,839.29,177.278,1.0,811.304,212.998,1.0,762.081,231.681,1.0,725.948,217.827,1.0
363,,,,891.568,83.99,0.1940000057220459,884.234,100.149,0.902999997138977,868.02,140.284,0.7760000228881836,923.697,90.897,0.9300000071525574,884.126,67.914,0.2939999997615814,894.598,141.171,1.0,831.559,124.796,1.0,838.87,174.739,1.0,810.46,210.354,1.0,759.916,230.414,1.0,726.637,217.673,1.0
364,,,,900.071,76.214,0.2160000056028366,891.547,99.761,0.8029999732971191,867.979,140.267,0.7749999761581421,923.09,90.159,0.9959999918937684,900.889,64.944,0.9990000128746032,894.194,141.371,1.0,832.125,124.689,1.0,838.721,174.434,1.0,809.398,207.58,1.0,757.285,231.147,1.0,726.28,214.598,1.0
365,,,,908.453,75.497,0.3600000143051147,891.875,99.922,0.3899999856948852,868.134,139.922,0.4300000071525574,923.98,86.264,0.9800000190734864,914.234,59.214,0.996999979019165,893.98,141.284,1.0,832.143,124.669,1.0,838.216,172.771,1.0,807.415,205.171,1.0,760.893,226.999,1.0,730.078,215.525,1.0
366,947.926,43.882,0.1159999966621398,915.34,74.815,0.4110000133514404,899.596,99.674,0.5920000076293945,868.061,132.067,0.4790000021457672,930.747,83.013,0.9580000042915344,915.822,59.445,0.9890000224113464,895.549,144.962,1.0,832.84,124.439,1.0,840.483,169.573,1.0,806.901,203.673,1.0,759.12,222.691,1.0,726.989,209.43,1.0
367,940.87,42.873,0.531000018119812,914.441,74.974,0.7390000224113464,891.846,100.411,0.5979999899864197,867.947,131.925,0.7680000066757202,930.553,82.811,0.972000002861023,916.195,59.076,0.9980000257492064,895.396,144.608,1.0,831.931,124.467,1.0,839.019,167.309,1.0,807.424,200.995,1.0,760.017,221.96,1.0,727.118,205.29,1.0
368,940.999,42.993,0.5759999752044678,914.629,74.976,0.7120000123977661,891.826,100.477,0.6349999904632568,868.06,131.803,0.9079999923706056,930.96,82.804,0.9409999847412108,916.313,59.536,0.9980000257492064,895.59,144.978,1.0,831.17,124.131,1.0,837.793,170.22,1.0,807.566,199.37,1.0,759.341,217.682,1.0,723.782,203.202,1.0
369,940.399,43.46,0.3630000054836273,914.793,74.461,0.75,899.76,99.671,0.7599999904632568,868.255,131.605,0.8840000033378601,930.871,83.162,0.9649999737739564,916.178,53.943,0.9990000128746032,893.959,141.13,1.0,831.524,123.136,1.0,836.665,167.935,1.0,806.846,201.129,1.0,754.676,213.323,1.0,717.976,198.985,1.0
370,947.463,43.948,0.3160000145435333,914.609,74.412,0.8059999942779541,899.682,99.702,0.7680000066757202,868.582,131.212,0.9610000252723694,930.779,83.146,0.9639999866485596,915.871,53.862,0.9990000128746032,893.985,141.079,1.0,832.104,123.85,1.0,837.299,165.566,1.0,807.568,197.199,1.0,759.998,214.442,1.0,719.391,196.212,1.0
371,947.443,43.986,0.3869999945163727,914.363,74.292,0.9139999747276306,899.577,99.638,0.9169999957084656,874.24,130.018,0.9639999866485596,930.724,83.339,0.9829999804496764,916.38,59.469,0.9990000128746032,894.478,140.564,1.0,832.249,123.769,1.0,836.624,164.253,1.0,806.423,195.055,1.0,758.687,206.924,1.0,720.426,188.403,1.0
372,,,,915.557,75.229,0.1159999966621398,891.877,99.933,0.4600000083446502,874.401,130.476,0.962000012397766,931.079,84.118,0.7900000214576721,916.499,58.988,0.9980000257492064,895.909,145.223,1.0,831.627,123.018,1.0,838.289,162.493,1.0,804.403,192.952,1.0,758.656,206.022,1.0,720.73,190.514,1.0
373,,,,892.102,51.697,0.221000000834465,891.587,100.181,0.6140000224113464,869.357,130.263,0.9950000047683716,931.121,83.388,0.7720000147819519,916.64,59.065,0.996999979019165,895.662,145.082,1.0,830.91,123.106,1.0,837.453,161.596,1.0,803.735,193.899,1.0,759.035,206.627,1.0,720.134,190.701,1.0
374,,,,892.091,51.663,0.2000000029802322,891.723,100.039,0.4629999995231628,874.301,130.35,0.9789999723434448,931.156,83.952,0.6010000109672546,917.002,59.02,0.9940000176429749,896.541,145.247,1.0,831.059,123.094,1.0,837.21,160.994,1.0,802.4,193.985,1.0,760.443,204.969,1.0,721.16,189.994,1.0
375,,,,,,,883.791,100.331,0.8899999856948853,869.516,129.766,0.9959999918937684,931.598,83.816,0.8320000171661377,917.662,58.767,0.9959999918937684,896.254,145.21,1.0,831.554,122.123,1.0,836.865,160.111,1.0,801.888,193.421,1.0,759.319,204.828,1.0,720.067,188.719,1.0
376,,,,891.947,51.652,0.44200000166893,883.051,99.591,0.9629999995231628,869.698,124.82,0.996999979019165,931.554,83.651,0.9259999990463256,916.952,54.658,0.996999979019165,896.453,145.743,1.0,830.643,121.578,1.0,839.633,157.723,1.0,806.286,185.951,1.0,760.759,202.566,1.0,723.854,188.28,1.0
377,,,,892.053,51.818,0.1770000010728836,883.28,99.033,0.875,870.909,123.47,0.9980000257492064,931.584,83.74,0.8420000076293945,917.572,54.468,0.9959999918937684,895.958,145.631,1.0,832.413,121.645,1.0,838.257,155.326,1.0,805.062,183.976,1.0,759.705,201.254,1.0,722.311,185.926,1.0
378,,,,892.11,51.8,0.1289999932050705,883.562,99.292,0.4149999916553497,868.086,123.993,0.9879999756813048,931.999,83.215,0.824999988079071,868.123,52.169,0.6039999723434448,894.312,144.306,1.0,832.457,122.662,1.0,835.582,152.124,1.0,804.299,181.594,1.0,760.282,201.431,1.0,722.917,186.463,1.0
379,,,,892.106,43.71,0.3100000023841858,,,,868.091,123.893,0.9800000190734864,929.941,82.896,0.9739999771118164,918.024,58.449,0.9959999918937684,895.348,128.97,1.0,832.263,122.312,1.0,835.197,150.53,1.0,805.583,184.379,1.0,761.119,197.728,1.0,724.155,182.323,1.0
380,,,,892.174,51.693,0.2750000059604645,,,,867.692,122.727,0.9940000176429749,929.877,82.367,0.9929999709129332,917.161,53.936,0.9990000128746032,899.805,123.888,1.0,832.612,122.105,1.0,836.538,151.398,1.0,804.982,184.019,1.0,759.348,197.967,1.0,719.086,179.231,1.0
381,,,,892.035,43.828,0.3019999861717224,883.734,99.564,0.2759999930858612,868.163,123.081,0.9890000224113464,929.797,82.766,0.9879999756813048,917.702,54.608,0.9990000128746032,899.612,124.181,1.0,832.818,120.918,1.0,840.017,152.803,1.0,809.506,183.405,1.0,755.553,196.308,1.0,716.074,173.619,1.0
382,,,,892.423,43.96,0.6499999761581421,883.294,99.516,0.4760000109672546,868.619,123.979,0.9850000143051147,923.369,55.525,0.4210000038146972,916.043,52.113,0.9419999718666076,898.649,124.728,1.0,832.325,121.035,1.0,840.1,151.242,1.0,809.583,184.969,1.0,757.937,199.561,1.0,716.743,174.201,1.0
383,,,,892.359,43.941,0.5440000295639038,883.637,99.815,0.3549999892711639,868.611,124.34,0.9539999961853028,922.504,55.789,0.7689999938011169,915.921,51.808,0.8199999928474426,898.643,124.192,1.0,832.005,121.698,1.0,841.67,151.776,1.0,810.054,185.246,1.0,757.382,202.442,1.0,716.37,174.046,1.0
384,,,,,,,924.087,75.87,0.1129999980330467,868.34,131.204,0.6190000176429749,922.366,53.787,0.8840000033378601,923.204,52.14,0.6029999852180481,899.636,125.107,1.0,830.766,121.617,1.0,841.684,153.795,1.0,812.297,182.686,1.0,758.732,197.061,1.0,727.531,182.9,1.0
